"Balance" "Income" "Limit" "Rating" "Cards" "Age" "Education" "Gender" "Student" "Married" "Ethnicity"
10.0323162365919 21.238 3089 254 3 59 10 "Female" "No" "No" "Caucasian"
10.9872363907336 30.682 1671 160 2 77 7 "Female" "No" "No" "Caucasian"
9.52966274892709 14.132 2998 251 4 75 17 " Male" "No" "No" "Caucasian"
10.8832556203854 32.164 2937 223 2 79 15 "Female" "No" "Yes" "African American"
7.82543588053724 12 4160 320 4 28 14 "Female" "No" "Yes" "Caucasian"
22.7810277531788 113.829 9704 694 4 38 13 "Female" "No" "Yes" "Asian"
7.82361468212249 11.187 5099 380 4 69 16 "Female" "No" "No" "African American"
10.7381757349381 27.847 5619 418 2 78 15 "Female" "No" "Yes" "Caucasian"
14.1450839111993 49.502 6819 505 4 55 14 " Male" "No" "Yes" "Caucasian"
9.05880570900209 24.889 3954 318 4 75 12 " Male" "No" "Yes" "Caucasian"
15.2755302986285 58.781 7402 538 2 81 12 "Female" "No" "Yes" "Asian"
4.99577442773671 22.939 4923 355 1 47 18 "Female" "No" "Yes" "Asian"
11.6650626288856 23.989 4523 338 4 31 15 " Male" "No" "No" "Caucasian"
7.7028740587344 16.103 5390 418 4 45 10 "Female" "No" "Yes" "Caucasian"
12.8697687526619 33.017 3180 224 2 28 16 " Male" "No" "Yes" "African American"
10.3874718085027 30.622 3293 251 1 68 16 " Male" "Yes" "No" "Caucasian"
11.5238625789547 20.936 3254 253 1 30 15 "Female" "No" "No" "Asian"
20.7308482434365 110.968 6662 468 3 45 11 "Female" "No" "Yes" "Caucasian"
9.56615944672704 15.354 2101 171 2 65 14 " Male" "No" "No" "Asian"
10.0600728094542 27.369 3449 288 3 40 9 "Female" "No" "Yes" "Caucasian"
16.7220168431882 53.48 4263 317 1 83 15 " Male" "No" "No" "Caucasian"
9.0436230492723 23.672 4433 344 3 63 11 " Male" "No" "No" "Caucasian"
8.45562062445495 19.225 1433 122 3 38 14 "Female" "No" "No" "Caucasian"
9.40756845148049 43.54 2906 232 4 69 11 " Male" "No" "No" "Caucasian"
29.3706450950333 152.298 12066 828 4 41 12 "Female" "No" "Yes" "Asian"
14.5554423427773 55.367 6340 448 1 33 15 " Male" "No" "Yes" "Caucasian"
8.14272801580999 11.741 2271 182 4 59 12 "Female" "No" "No" "Asian"
7.7041561916322 15.56 4307 352 4 57 8 " Male" "No" "Yes" "African American"
15.1768251286918 59.53 7518 543 3 52 9 "Female" "No" "No" "African American"
9.29885441183152 20.191 5767 431 4 42 16 " Male" "No" "Yes" "African American"
13.5782168766989 48.498 6040 456 3 47 16 " Male" "No" "Yes" "Caucasian"
10.4808035476181 30.733 2832 249 4 51 13 " Male" "No" "No" "Caucasian"
9.85358863852541 16.479 5435 388 2 26 16 " Male" "No" "No" "African American"
13.5365800740931 38.009 3075 245 3 45 15 "Female" "No" "No" "African American"
6.77439372010448 14.084 855 120 5 46 17 "Female" "No" "Yes" "African American"
11.9757894352993 14.312 5382 367 1 59 17 " Male" "Yes" "No" "Asian"
9.64844064733771 26.067 3388 266 4 74 17 "Female" "No" "Yes" "African American"
14.1243480741527 36.295 2963 241 2 68 14 "Female" "Yes" "No" "African American"
21.2353624764196 83.851 8494 607 5 47 18 " Male" "No" "No" "Caucasian"
9.4390850585865 21.153 3736 256 1 41 11 " Male" "No" "No" "Caucasian"
11.0256262528867 17.976 2433 190 3 70 16 "Female" "Yes" "No" "Caucasian"
24.484452677673 68.713 7582 531 2 56 16 " Male" "Yes" "No" "Caucasian"
29.707089806404 146.183 9540 682 6 66 15 " Male" "No" "No" "Caucasian"
7.91809072736406 15.846 4768 365 4 53 12 "Female" "No" "No" "Caucasian"
10.2309102616909 12.031 3182 259 2 58 18 "Female" "No" "Yes" "Caucasian"
9.91759178931165 16.819 1337 115 2 74 15 " Male" "No" "Yes" "Asian"
13.3125864180485 39.11 3189 263 3 72 12 " Male" "No" "No" "Asian"
21.8007191485154 107.986 6033 449 4 64 14 " Male" "No" "Yes" "Caucasian"
8.08053368683445 13.561 3261 279 5 37 19 " Male" "No" "Yes" "Asian"
15.0052735569726 34.537 3271 250 3 57 17 "Female" "No" "Yes" "Asian"
15.0152302887627 28.575 2959 231 2 60 11 "Female" "No" "No" "African American"
12.8713211926024 46.007 6637 491 4 42 14 " Male" "No" "Yes" "Caucasian"
15.5726682720178 69.251 6386 474 4 30 12 "Female" "No" "Yes" "Asian"
5.86516193180596 16.482 3326 268 4 41 15 " Male" "No" "No" "Caucasian"
13.3563836030442 40.442 4828 369 5 81 8 "Female" "No" "No" "African American"
12.5716927185333 35.177 2117 186 3 62 16 "Female" "No" "No" "Caucasian"
19.0766239291779 91.362 9113 626 1 47 17 " Male" "No" "Yes" "Asian"
9.60899177330261 27.039 2161 173 3 40 17 "Female" "No" "No" "Caucasian"
13.9083490476318 23.012 1410 137 3 81 16 " Male" "No" "No" "Caucasian"
12.242920395921 27.241 1402 128 2 67 15 "Female" "No" "Yes" "Asian"
30.2619856129468 148.08 8157 599 2 83 13 " Male" "No" "Yes" "Caucasian"
13.8082671639901 62.602 7056 481 1 84 11 "Female" "No" "No" "Caucasian"
8.91122031845875 11.808 1300 117 3 77 14 "Female" "No" "No" "African American"
8.99336938707087 29.564 2529 192 1 30 12 "Female" "No" "Yes" "Caucasian"
9.6118306824885 27.578 2531 195 1 34 15 "Female" "No" "Yes" "Caucasian"
11.6971882506302 26.427 5533 433 5 50 15 "Female" "Yes" "Yes" "Asian"
14.5135321060517 57.202 3411 259 3 72 11 "Female" "No" "No" "Caucasian"
26.032985404031 123.299 8376 610 2 89 17 " Male" "Yes" "No" "African American"
9.29356206222025 18.145 3461 279 3 56 15 " Male" "No" "Yes" "African American"
9.72390529370941 23.793 3821 281 4 56 12 "Female" "Yes" "Yes" "African American"
6.30292285628708 10.726 1568 162 5 46 19 " Male" "No" "Yes" "Asian"
10.1011182877225 23.283 5443 407 4 49 13 " Male" "No" "Yes" "African American"
11.0830637206045 21.455 5829 427 4 80 12 "Female" "No" "Yes" "African American"
12.2366065197837 34.664 5835 452 3 77 15 "Female" "No" "Yes" "African American"
14.4501324855272 44.473 3500 257 3 81 16 "Female" "No" "No" "African American"
15.4153797620286 54.663 4116 314 2 70 8 "Female" "No" "No" "African American"
10.9187648017472 36.355 3613 278 4 35 9 " Male" "No" "Yes" "Asian"
12.3147610916695 21.374 2073 175 2 74 11 "Female" "No" "Yes" "Caucasian"
25.0347529387744 107.841 10384 728 3 87 7 " Male" "No" "No" "African American"
14.4139485385119 39.831 6045 459 3 32 12 "Female" "Yes" "Yes" "African American"
18.8159818201732 91.876 6754 483 2 33 10 " Male" "No" "Yes" "Caucasian"
23.0089637548225 103.893 7416 549 3 84 17 " Male" "No" "No" "Asian"
10.0264287275499 19.636 4896 387 3 64 10 "Female" "No" "No" "African American"
8.39585966978266 17.392 2748 228 3 32 14 " Male" "No" "Yes" "Caucasian"
9.33503417349412 19.529 4673 341 2 51 14 " Male" "No" "No" "Asian"
8.10088025120658 17.055 5110 371 3 55 15 "Female" "No" "Yes" "Caucasian"
8.8907236265301 23.857 1501 150 3 56 16 " Male" "No" "Yes" "Caucasian"
8.34694772789837 15.184 2420 192 2 69 11 "Female" "No" "Yes" "Caucasian"
7.28006787016662 13.444 886 121 5 44 10 " Male" "No" "Yes" "Asian"
15.912170865842 63.931 5728 435 3 28 14 "Female" "No" "Yes" "African American"
10.6968644410976 35.864 4831 353 3 66 13 "Female" "No" "Yes" "Caucasian"
11.9880325766033 41.419 2120 184 4 24 11 "Female" "Yes" "No" "Caucasian"
19.3708099624583 92.112 4612 344 3 32 17 " Male" "No" "No" "Caucasian"
13.7816384566966 55.056 3155 235 2 31 16 " Male" "No" "Yes" "African American"
7.39363424637557 19.537 1362 143 4 34 9 "Female" "No" "Yes" "Asian"
11.8795521556636 31.811 4284 338 5 75 13 "Female" "No" "Yes" "Caucasian"
14.9995658269004 56.256 5521 406 2 72 16 "Female" "Yes" "Yes" "Caucasian"
11.6507782298072 42.357 5550 406 2 83 12 "Female" "No" "Yes" "Asian"
15.5217514124609 53.319 3000 235 3 53 13 " Male" "No" "No" "Asian"
4.73938960418237 12.238 4865 381 5 67 11 "Female" "No" "No" "Caucasian"
11.5031367474893 31.353 1705 160 3 81 14 " Male" "No" "Yes" "Caucasian"
16.3042945457674 63.809 7530 515 1 56 12 " Male" "No" "Yes" "Caucasian"
8.9133446062102 13.676 2330 203 5 80 16 "Female" "No" "No" "African American"
17.0977135883646 76.782 5977 429 4 44 12 " Male" "No" "Yes" "Asian"
9.37169766440947 25.383 4527 367 4 46 11 " Male" "No" "Yes" "Caucasian"
10.5668295496072 35.691 2880 214 2 35 15 " Male" "No" "No" "African American"
10.6504050061529 29.403 2327 178 1 37 14 "Female" "No" "Yes" "Caucasian"
11.8040403920667 27.47 2820 219 1 32 11 "Female" "No" "Yes" "Asian"
9.51416839704265 27.33 6179 459 4 36 12 "Female" "No" "Yes" "Caucasian"
12.7027780263449 34.772 2021 167 3 57 9 " Male" "No" "No" "Asian"
11.560622202854 36.934 4270 299 1 63 9 "Female" "No" "Yes" "Caucasian"
18.8217392718524 76.348 4697 344 4 60 18 " Male" "No" "No" "Asian"
9.61188856888811 14.887 4745 339 3 58 12 " Male" "No" "Yes" "African American"
26.6347349234348 121.834 10673 750 3 54 16 " Male" "No" "No" "African American"
11.8944849574732 30.132 2168 206 3 52 17 " Male" "No" "No" "Caucasian"
10.8182834232214 24.05 2607 221 4 32 18 " Male" "No" "Yes" "Caucasian"
9.23591226416052 22.379 3965 292 2 34 14 "Female" "No" "Yes" "Asian"
11.0864375122036 28.316 4391 316 2 29 10 "Female" "No" "No" "Caucasian"
13.4303116774261 58.026 7499 560 5 67 11 "Female" "No" "No" "Caucasian"
10.2790314352456 10.635 3584 294 5 69 16 " Male" "No" "Yes" "Asian"
13.9306411044792 46.102 5180 382 3 81 12 " Male" "No" "Yes" "African American"
14.5288978622189 58.929 6420 459 2 66 9 "Female" "No" "Yes" "African American"
17.5391430484667 80.861 4090 335 3 29 15 "Female" "No" "Yes" "Asian"
27.9764210695121 158.889 11589 805 1 62 17 "Female" "No" "Yes" "Caucasian"
11.7947875317724 30.42 4442 316 1 30 14 "Female" "No" "No" "African American"
11.1175125507506 36.472 3806 309 2 52 13 " Male" "No" "No" "African American"
11.4104258854204 23.365 2179 167 2 75 15 " Male" "No" "No" "Asian"
18.4396680781154 83.869 7667 554 2 83 11 " Male" "No" "No" "African American"
15.3210677847991 58.351 4411 326 2 85 16 "Female" "No" "Yes" "Caucasian"
13.970941629865 55.187 5352 385 4 50 17 "Female" "No" "Yes" "Caucasian"
27.8743853510936 124.29 9560 701 3 52 17 "Female" "Yes" "No" "Asian"
9.43824701707366 28.508 3933 287 4 56 14 " Male" "No" "Yes" "Asian"
28.6389769769465 130.209 10088 730 7 39 19 "Female" "No" "Yes" "Caucasian"
11.3495631259162 30.406 2120 181 2 79 14 " Male" "No" "Yes" "African American"
9.41595140281649 23.883 5384 398 2 73 16 "Female" "No" "Yes" "African American"
19.8764908113708 93.039 7398 517 1 67 12 " Male" "No" "Yes" "African American"
16.1225591737121 50.699 3977 304 2 84 17 "Female" "No" "No" "African American"
10.2044642529745 27.349 2000 169 4 51 16 "Female" "No" "Yes" "African American"
6.68734218391696 10.403 4159 310 3 43 7 " Male" "No" "Yes" "Asian"
8.05372632890815 23.949 5343 383 2 40 18 " Male" "No" "Yes" "African American"
20.0158422053676 73.914 7333 529 6 67 15 "Female" "No" "Yes" "Caucasian"
10.7260578261852 21.038 1448 145 2 58 13 "Female" "No" "Yes" "Caucasian"
19.3435179358844 68.206 6784 499 5 40 16 "Female" "Yes" "No" "African American"
14.6592350313716 57.337 5310 392 2 45 7 "Female" "No" "No" "Caucasian"
3.74940297573192 10.793 3878 321 8 29 13 " Male" "No" "No" "Caucasian"
12.1562831172208 23.45 2450 180 2 78 13 " Male" "No" "No" "Caucasian"
8.05824418183215 10.842 4391 358 5 37 10 "Female" "Yes" "Yes" "Caucasian"
14.4737471154939 51.345 4327 320 3 46 15 " Male" "No" "No" "African American"
28.1428497764105 151.947 9156 642 2 91 11 "Female" "No" "Yes" "African American"
10.4244718074949 24.543 3206 243 2 62 12 "Female" "No" "Yes" "Caucasian"
11.4404968681645 29.567 5309 397 3 25 15 " Male" "No" "No" "Caucasian"
11.1655006347372 39.145 4351 323 2 66 13 " Male" "No" "Yes" "Caucasian"
8.15846296814396 39.422 5245 383 2 44 19 " Male" "No" "No" "African American"
11.7347487559041 34.909 5289 410 2 62 16 "Female" "No" "Yes" "Caucasian"
13.2343845217621 41.025 4229 337 3 79 19 "Female" "No" "Yes" "Caucasian"
9.96960805697307 15.476 2762 215 3 60 18 " Male" "No" "No" "Asian"
11.5395257704399 12.456 5395 392 3 65 14 " Male" "No" "Yes" "Caucasian"
7.13652833404132 10.627 1647 149 2 71 10 "Female" "Yes" "Yes" "Asian"
11.7389682536913 38.954 5222 370 4 76 13 "Female" "No" "No" "Caucasian"
13.0192681616464 44.847 5765 437 3 53 13 "Female" "Yes" "No" "Asian"
23.9279299349481 98.515 8760 633 5 78 11 "Female" "No" "No" "African American"
12.5080806836209 33.437 6207 451 4 44 9 " Male" "Yes" "No" "Caucasian"
8.20921630472007 27.512 4613 344 5 72 17 " Male" "No" "Yes" "Asian"
25.2628360009181 121.709 7818 584 4 50 6 " Male" "No" "Yes" "Caucasian"
6.04793698761129 15.079 5673 411 4 28 15 "Female" "No" "Yes" "Asian"
17.5126690915913 59.879 6906 527 6 78 15 "Female" "No" "No" "Caucasian"
16.8214043228184 66.989 5614 430 3 47 14 "Female" "No" "Yes" "Caucasian"
16.2150137951226 69.165 4668 341 2 34 11 "Female" "No" "No" "African American"
18.0352191943967 69.943 7555 547 3 76 9 " Male" "No" "Yes" "Asian"
12.5255867375845 33.214 5137 387 3 59 9 " Male" "No" "No" "African American"
8.72653257858222 25.124 4776 378 4 29 12 " Male" "No" "Yes" "Caucasian"
9.08022413754111 15.741 4788 360 1 39 14 " Male" "No" "Yes" "Asian"
8.56190686250388 11.603 2278 187 3 71 11 " Male" "No" "Yes" "Caucasian"
18.0585000037915 69.656 8244 579 3 41 14 " Male" "No" "Yes" "African American"
7.5038129236841 10.503 2923 232 3 25 18 "Female" "No" "Yes" "African American"
12.6051049630959 42.529 4986 369 2 37 11 " Male" "No" "Yes" "Asian"
16.2674602415051 60.579 5149 388 5 38 15 " Male" "No" "Yes" "Asian"
11.0797477465154 26.532 2910 236 6 58 19 "Female" "No" "Yes" "Caucasian"
8.97871828805179 27.952 3557 263 1 35 13 "Female" "No" "Yes" "Asian"
11.060957753325 29.705 3351 262 5 71 14 "Female" "No" "Yes" "Asian"
4.94654425161501 15.602 906 103 2 36 11 " Male" "No" "Yes" "African American"
7.49153319355857 20.918 1233 128 3 47 18 "Female" "Yes" "Yes" "Asian"
13.9283994530135 58.165 6617 460 1 56 12 "Female" "No" "Yes" "Caucasian"
10.5102599039706 22.561 1787 147 4 66 15 "Female" "No" "No" "Caucasian"
11.9931981972947 34.509 2001 189 5 80 18 "Female" "No" "Yes" "African American"
9.60686399448585 19.588 3211 265 4 59 14 "Female" "No" "No" "Asian"
13.7745979659352 36.364 2220 188 3 50 19 " Male" "No" "No" "Caucasian"
10.005242019582 15.717 905 93 1 38 16 " Male" "Yes" "Yes" "Caucasian"
9.9229028702655 22.574 1551 134 3 43 13 "Female" "Yes" "Yes" "Caucasian"
8.57344821053255 10.363 2430 191 2 47 18 "Female" "No" "Yes" "Asian"
11.8345436632494 28.474 3202 267 5 66 12 " Male" "No" "Yes" "Caucasian"
19.5755487497233 72.945 8603 621 3 64 8 "Female" "No" "No" "Caucasian"
19.9498350895224 85.425 5182 402 6 60 12 " Male" "No" "Yes" "African American"
13.9978262029375 36.508 6386 469 4 79 6 "Female" "No" "Yes" "Caucasian"
14.6584128465962 58.063 4221 304 3 50 8 " Male" "No" "No" "African American"
11.0156756954291 25.936 1774 135 2 71 14 "Female" "No" "No" "Asian"
7.64498723592507 15.629 2493 186 1 60 14 " Male" "No" "Yes" "Asian"
12.0672187673496 41.4 2561 215 2 36 14 " Male" "No" "Yes" "Caucasian"
14.6694644240844 33.657 6196 450 6 55 9 "Female" "No" "No" "Caucasian"
18.6103770580207 67.937 5184 383 4 63 12 " Male" "No" "Yes" "Asian"
38.7851230052754 180.379 9310 665 3 67 8 "Female" "Yes" "Yes" "Asian"
7.65397856245321 10.588 4049 296 1 66 13 "Female" "No" "Yes" "Caucasian"
9.07249806031563 29.725 3536 270 2 52 15 "Female" "No" "No" "African American"
9.02331331285034 27.999 5107 380 1 55 10 " Male" "No" "Yes" "Caucasian"
12.1406140333331 40.885 5013 379 3 46 13 "Female" "No" "Yes" "African American"
21.5868663848346 88.83 4952 360 4 86 16 "Female" "No" "Yes" "Caucasian"
11.593518244758 29.638 5833 433 3 29 15 "Female" "No" "Yes" "Asian"
10.2199958833901 25.988 1349 142 4 82 12 " Male" "No" "No" "Caucasian"
11.5211690148844 39.055 5565 410 4 48 18 "Female" "No" "Yes" "Caucasian"
8.90818727711933 15.866 3085 217 1 39 13 " Male" "No" "No" "Caucasian"
13.7510527145543 44.978 4866 347 1 30 10 "Female" "No" "No" "Caucasian"
9.88515544988558 30.413 3690 299 2 25 15 "Female" "Yes" "No" "Asian"
10.0217016494746 16.751 4706 353 6 48 14 " Male" "Yes" "No" "Asian"
10.8890082621896 30.55 5869 439 5 81 9 "Female" "No" "No" "African American"
30.2120795527654 163.329 8732 636 3 50 14 " Male" "No" "Yes" "Caucasian"
9.96133444890275 23.106 3476 257 2 50 15 "Female" "No" "No" "Caucasian"
12.289481739307 41.532 5000 353 2 50 12 " Male" "No" "Yes" "Caucasian"
25.9416471981062 128.04 6982 518 2 78 11 "Female" "No" "Yes" "Caucasian"
15.4994861831825 54.319 3063 248 3 59 8 "Female" "Yes" "No" "Caucasian"
13.9090466311762 53.401 5319 377 3 35 12 "Female" "No" "No" "African American"
11.4477281189282 36.142 1852 183 3 33 13 "Female" "No" "No" "African American"
15.8553332911669 63.534 8100 581 2 50 17 "Female" "No" "Yes" "Caucasian"
16.7376551574533 49.927 6396 485 3 75 17 "Female" "No" "Yes" "Caucasian"
8.29848187859596 14.711 2047 167 2 67 6 " Male" "No" "Yes" "Caucasian"
10.7586184343641 18.967 1626 156 2 41 11 "Female" "No" "Yes" "Asian"
10.3059654018826 18.036 1552 142 2 48 15 "Female" "No" "No" "Caucasian"
15.8700947009921 60.449 3098 272 4 69 8 " Male" "No" "Yes" "Caucasian"
8.86895909995471 16.711 5274 387 3 42 16 "Female" "No" "Yes" "Asian"
6.54225580985385 10.852 3907 296 2 30 9 " Male" "No" "No" "Caucasian"
10.7766022316152 26.37 3235 268 5 78 11 " Male" "No" "Yes" "Asian"
10.6337920010275 24.088 3665 287 4 56 13 "Female" "No" "Yes" "Caucasian"
12.8625784262357 51.532 5096 380 2 31 15 " Male" "No" "Yes" "Caucasian"
28.1970849585771 140.672 11200 817 7 46 9 " Male" "No" "Yes" "African American"
11.4067299805593 42.915 2532 205 4 42 13 " Male" "No" "Yes" "Asian"
12.3865099484531 27.272 1389 149 5 67 10 "Female" "No" "Yes" "Caucasian"
16.6274251259001 65.896 5140 370 1 49 17 "Female" "No" "Yes" "Caucasian"
14.924078111987 55.054 4381 321 3 74 17 " Male" "No" "Yes" "Asian"
9.1436295002383 20.791 2672 204 1 70 18 "Female" "No" "No" "African American"
9.05435566901618 24.919 5051 372 3 76 11 "Female" "No" "Yes" "African American"
10.1686096555696 21.786 4632 355 1 50 17 " Male" "No" "Yes" "Caucasian"
10.3091116510535 31.335 3526 289 3 38 7 "Female" "No" "No" "Caucasian"
13.6302701833216 59.855 4964 365 1 46 13 "Female" "No" "Yes" "Caucasian"
15.0220345252945 44.061 4970 352 1 79 11 " Male" "No" "Yes" "African American"
18.6003020166837 82.706 7506 536 2 64 13 "Female" "No" "Yes" "Asian"
12.7429368943862 24.46 1924 165 2 50 14 "Female" "No" "Yes" "Asian"
14.533973926796 45.12 3762 287 3 80 8 " Male" "No" "Yes" "Caucasian"
16.8013952302045 75.406 3874 298 3 41 14 "Female" "No" "Yes" "Asian"
7.16041167871513 14.956 4640 332 2 33 6 " Male" "No" "No" "Asian"
14.8128326096464 75.257 7010 494 3 34 18 "Female" "No" "Yes" "Caucasian"
11.0739901686895 33.694 4891 369 1 52 16 " Male" "Yes" "No" "African American"
10.2925997103028 23.375 5429 396 3 57 15 "Female" "No" "Yes" "Caucasian"
11.3174407720971 27.825 5227 386 6 63 11 " Male" "No" "Yes" "Caucasian"
21.5429577915869 92.386 7685 534 2 75 18 "Female" "No" "Yes" "Asian"
24.0088924887599 115.52 9272 656 2 69 14 " Male" "No" "No" "African American"
7.44316584110116 14.479 3907 296 3 43 16 " Male" "No" "Yes" "Caucasian"
15.7530068087705 52.179 7306 522 2 57 14 " Male" "No" "No" "Asian"
17.7679113645404 68.462 4712 340 2 71 16 " Male" "No" "Yes" "Caucasian"
10.7831856985774 18.951 1485 129 3 82 13 "Female" "No" "No" "Caucasian"
10.0620034943335 27.59 2586 229 5 54 16 " Male" "No" "Yes" "African American"
7.93172476502131 16.279 1160 126 3 78 13 " Male" "Yes" "Yes" "African American"
9.52820948862446 25.078 3096 236 2 27 15 "Female" "No" "Yes" "Caucasian"
11.7644415843182 27.229 3484 282 6 51 11 " Male" "No" "No" "Caucasian"
33.7455798468381 182.728 13913 982 4 98 17 " Male" "No" "Yes" "Caucasian"
11.2698974027775 31.029 2863 223 2 66 17 " Male" "Yes" "Yes" "Asian"
10.185483407877 17.765 5072 364 1 66 12 "Female" "No" "Yes" "Caucasian"
24.2812701158326 125.48 10230 721 3 82 16 " Male" "No" "Yes" "Caucasian"
16.3414168529513 49.166 6662 508 3 68 14 "Female" "No" "No" "Asian"
12.5506408187364 41.192 3673 297 3 54 16 "Female" "No" "Yes" "Caucasian"
20.2604476511756 94.193 7576 527 2 44 16 "Female" "No" "Yes" "Caucasian"
10.179311876716 20.405 4543 329 2 72 17 " Male" "Yes" "No" "Asian"
8.18788973805096 12.581 3976 291 2 48 16 " Male" "No" "Yes" "Caucasian"
15.2249693798122 62.328 5228 377 3 83 15 " Male" "No" "No" "Caucasian"
7.90757763016592 21.011 3402 261 2 68 17 " Male" "No" "Yes" "African American"
10.4297179357343 24.23 4756 351 2 64 15 "Female" "No" "Yes" "Caucasian"
9.90775781665469 24.314 3409 270 2 23 7 "Female" "No" "Yes" "Caucasian"
12.0921626873932 32.856 5884 438 4 68 13 " Male" "No" "No" "Caucasian"
8.18220784794919 12.414 855 119 3 32 12 " Male" "No" "Yes" "African American"
